movieId,title,year,genres,imdbId,link,time,budget,cast,director
127198,Dope,2015,Comedy|Drama,3850214,http://www.imdb.com/title/tt3850214,103.0,7e6,Rakim Mayers|Blake Anderson|Bruce Beatty|De'aundre Bonds|Julian Brand|Quincy Brown|Kiersey Clemons|Kimberly Elise|Rick Fox|Christopher Glenn|Amin Joseph|Ricky Harris|Chanel Iman|Wyking Jones|Kapg,Rick Famuyiwa
127202,Me and Earl and the Dying Girl,2015,Drama,2582496,http://www.imdb.com/title/tt2582496,105.0,8e6,Thomas Mann|RJ Cyler|Olivia Cooke|Nick Offerman|Connie Britton|Molly Shannon|Jon Bernthal|Matt Bennett|Katherine Hughes|Masam Holden|Bobb'e J. Thompson|Gavin Dietz|Edward DeBruce III|Natalie Marchelletta|Chelsea Zhang,Alfonso Gomez-Rejon
127204,The Overnight,2015,Comedy,3844362,http://www.imdb.com/title/tt3844362,79.0,NA,Adam Scott|Taylor Schilling|RJ Hermes|Kyle Field|Sarah DeVincentis|Sophia Alison|Ally Anderson|Nancy Dillon|Avalon Economon|Abbie Gill|Gail Honeystein|Bit Kernodle|Bianca Rodriguez|Frankie Scott|Asya Vartanian,Patrick Brice
127206,"People, Places, Things",2015,Comedy,4104022,http://www.imdb.com/title/tt4104022,85.0,NA,Jemaine Clement|Aundrea Gadsby|Gia Gadsby|Nancy Eng|Samantha Posey|Stephanie Allynne|Michael Chernus|Celia Au|Paul Castro Jr.|Jason DarkChocolate Dyer|Jessica Williams|Regina Hall|Matthew Maher|Dionne Audain|Derrick Arthur,Jim Strouse
127212,The Stanford Prison Experiment,2015,Drama|Thriller,0420293,http://www.imdb.com/title/tt0420293,122.0,NA,Billy Crudup|Michael Angarano|Moises Arias|Nicholas Braun|Gaius Charles|Keir Gilchrist|Ki Hong Lee|Thomas Mann|Ezra Miller|Logan Miller|Tye Sheridan|Johnny Simmons|James Wolk|Nelsan Ellis|Olivia Thirlby,Kyle Patrick Alvarez
127319,The Loft,2014,Thriller,1850397,http://www.imdb.com/title/tt1850397,108.0,14e6,Karl Urban|James Marsden|Wentworth Miller|Eric Stonestreet|Matthias Schoenaerts|Isabel Lucas|Rachael Taylor|Rhona Mitra|Valerie Cruz|Kali Rocha|Elaine Cassidy|Margarita Levieva|Kristin Lehman|Robert Wisdom|Ric Reitz,Erik Van Looy
127728,Back Soon,2007,Drama|Romance,0847833,http://www.imdb.com/title/tt0847833,83.0,NA,Windham Beacham|Matthew Montgomery|Maggie McCollester|Artie O'Daly|Jake Christian|Kelly Keaton|Bethany Dotson|Danny Aguirre|Joel Bryant|A.C. Earing|Deven Green|Alanna Leigh|Jeremy Lucas|Tammi Mac|Nora J. Novak,Rob Williams
128235,Stormy Weather,1943,Comedy|Documentary|Drama,0036391,http://www.imdb.com/title/tt0036391,NA,NA,Lena Horne|Bill Robinson|Cab Calloway and His Cotton Club Orchestra|Katherine Dunham and Her Troupe|Fats Waller|The Nicholas Brothers|Ada Brown|Dooley Wilson|Cab Calloway|Katherine Dunham|The Tramp Band,Andrew L. Stone (as Andrew Stone)
128360,The Hateful Eight,2015,Western,3460252,http://www.imdb.com/title/tt3460252,167.0,44e6,Samuel L. Jackson|Kurt Russell|Jennifer Jason Leigh|Walton Goggins|Demián Bichir|Tim Roth|Michael Madsen|Bruce Dern|James Parks|Dana Gourrier|Zoë Bell|Lee Horsley|Gene Jones|Keith Jefferson|Craig Stark,Quentin Tarantino
128512,Paper Towns,2015,Drama|Mystery|Romance,3622592,http://www.imdb.com/title/tt3622592,109.0,12e6,Nat Wolff|Cara Delevingne|Austin Abrams|Justice Smith|Halston Sage|Jaz Sinclair|Cara Buono|Meg Crosbie|Josiah Cerio|Hannah Alligood|Griffin Freeman|Caitlin Carver|RJ Shearer|Susan Macke Miller|Tom Hillmann,Jake Schreier
128520,The Wedding Ringer,2015,Comedy,0884732,http://www.imdb.com/title/tt0884732,101.0,23e6,Kevin Hart|Josh Gad|Affion Crockett|Kaley Cuoco|Jorge Garcia|Dan Gill|Corey Holcomb|Ken Howard|Colin Kane|Cloris Leachman|Jenifer Lewis|Alan Ritchson|Mimi Rogers|Aaron Takahashi|Olivia Thirlby,Jeremy Garelick
128592,The Boy Next Door,2015,Mystery|Thriller,3181822,http://www.imdb.com/title/tt3181822,91.0,4e6,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth|Lexi Atkins|Hill Harper|Jack Wallace|Adam Hicks|François Chau|Bailey Chase|Kent Avenido|Travis Schuldt|Brian Mahoney|Raquel Gardner,Rob Cohen
128606,45 Years,2015,Drama,3544082,http://www.imdb.com/title/tt3544082,91.0,NA,Charlotte Rampling|Tom Courtenay|Geraldine James|Dolly Wells|David Sibley|Sam Alexander|Richard Cunningham|Hannah Chalmers|Camille Ucan|Rufus Wright,Andrew Haigh
128616,As We Were Dreaming,2015,NA,3306858,http://www.imdb.com/title/tt3306858,117.0,NA,Merlin Rose|Julius Nitschkoff|Joel Basman|Marcel Heuperman|Frederic Haselon|Ruby O. Fee|Chiron Elias Krase|Luna Rösner|Tom von Heymann|Nico Ramon Kleemann|Kilian Enzweiler|Henning Tadäus Beeck|Ronald Kukulies|Regine Seidler|Roman Weltzien,Andreas Dresen
128620,Victoria,2015,NA,4226388,http://www.imdb.com/title/tt4226388,138.0,NA,Laia Costa|Frederick Lau|Franz Rogowski|Burak Yigit|Max Mauff|André Hennicke|Eike Frederik Schulz|Hans-Ulrich Laux|Anna Lena Klenke|Philipp Kubitza|Martin Goeres|Andreas Schmittka|Jan Breustedt|David Micas|Timo Honsa,Sebastian Schipper
128846,An Evening with Robin Williams,1982,Comedy,0195691,http://www.imdb.com/title/tt0195691,60.0,NA,Robin Williams,Don Mischer
129009,"Getting Go, the Go Doc Project",2013,Drama,2623502,http://www.imdb.com/title/tt2623502,91.0,NA,Tanner Cohen|Matthew Camp|Ramon O. Torres|Judy McLane|Tedd Merrit,Cory Krueckeberg
129191,The Clowns,1970,Comedy|Drama|Fantasy|Sci-Fi,0066922,http://www.imdb.com/title/tt0066922,92.0,NA,Riccardo Billi|Federico Fellini|Gigi Reder|Tino Scotti|Valentini|Fanfulla|Merli|Carlo Rizzo|Colombaioni|Pistoni|Martana|Giacomo Furia|Alvaro Vitali|Dante Maggio|Galliano Sbarra,Federico Fellini
129250,Superfast!,2015,NA,2933474,http://www.imdb.com/title/tt2933474,99.0,2e7,Alex Ashbaugh|Dale Pavinski|Lili Mirojnick|Andrea Navedo|Daniel Booko|Rogelio Douglas Jr.|Chris Pang|Omar Chaparro|J.J. Soria|Dio Johnson|Amin Joseph|Cuete Yeska|Gonzalo Menendez|Shantel Wislawski|Luis Chávez,Jason Friedberg|Aaron Seltzer
129313,Reality,2014,Comedy,2392672,http://www.imdb.com/title/tt2392672,95.0,NA,Alain Chabat|Jonathan Lambert|Élodie Bouchez|Kyla Kenedy|Jon Heder|Eric Wareheim|John Glover|Lola Delon|Matt Battaglia|Susan Diol|Erik Passoja|Jonathan Spencer|Bambadjan Bamba|Michel Hazanavicius|Roxane Mesquida,Quentin Dupieux
129354,Focus,2015,Comedy|Crime|Drama|Romance,2381941,http://www.imdb.com/title/tt2381941,105.0,501e5,Will Smith|Margot Robbie|Adrian Martinez|Gerald McRaney|Rodrigo Santoro|BD Wong|Brennan Brown|Robert Taylor|Dotan Bonen|Griff Furst|Stephanie Honoré|David Stanford|Dominic Fumusa|Steve Kim|Don Yesso,Glenn Ficarra|John Requa
129364,Every Thing Will Be Fine,2015,Drama,1707380,http://www.imdb.com/title/tt1707380,118.0,NA,Rachel McAdams|James Franco|Peter Stormare|Charlotte Gainsbourg|Julia Sarah Stone|Marie-Josée Croze|Patrick Bauchau|Jack Fulton|Robert Naylor|Lilah Fitzgerald|Peter Miller|Céline Bonnier|Martin Sims|Bobby Osborne|Julien Boissaud,Wim Wenders
129428,The Second Best Exotic Marigold Hotel,2015,Comedy|Drama,2555736,http://www.imdb.com/title/tt2555736,122.0,1e7,Dev Patel|Maggie Smith|Danny Mahoney|David Strathairn|Judi Dench|Bill Nighy|Celia Imrie|Ronald Pickup|Diana Hardcastle|Subhrajyoti Barat|Fiona Mollison|Zachary Coffin|Jayesh V. Kardak|Tina Desai|Shazad Latif,John Madden
129514,George Carlin: It's Bad for Ya!,2008,Comedy,0963207,http://www.imdb.com/title/tt0963207,70.0,NA,George Carlin,Rocco Urbisci
129653,Ismael,2013,Drama,1710393,http://www.imdb.com/title/tt1710393,106.0,NA,Belén Rueda|Mario Casas|Sergi López|Ella Kweku|Juan Diego Botto|Larsson do Amaral|Mikel Iglesias|Nabil Bouyazzam|Samad El Gandhi|Michael Harran|Gemma Brió|Carmela Poch|David Long|Alain Hernández|Samantha López Speranza,Marcelo Piñeyro
129657,Tracers,2015,Action,2401097,http://www.imdb.com/title/tt2401097,94.0,11e6,Taylor Lautner|Marie Avgeropoulos|Adam Rayner|Rafi Gavron|Luciano Acuna Jr.|Josh Yadon|Johnny M. Wu|Sam Medina|Amirah Vann|Christian Steel|Wai Ching Ho|Chris Jackson|Sean Rahill|Andrew Elvis Miller|Doua Moua,Daniel Benmayor
129659,"McFarland, USA",2015,Drama,2097298,http://www.imdb.com/title/tt2097298,129.0,17e6,Kevin Costner|Ramiro Rodriguez|Carlos Pratts|Johnny Ortiz|Rafael Martinez|Hector Duran|Sergio Avelar|Michael Aguero|Diana Maria Riva|Omar Leyva|Valente Rodriguez|Danny Mora|Maria Bello|Morgan Saylor|Elsie Fisher,Niki Caro
129737,Unfinished Business,2015,Comedy,2358925,http://www.imdb.com/title/tt2358925,91.0,35e6,Vince Vaughn|Tom Wilkinson|Dave Franco|Sienna Miller|June Diane Raphael|Britton Sear|Ella Anderson|Nick Frost|James Marsden|Ken Scott|Kasia Malinowska|Carmen Lopez|Melissa McMeekin|Michael Krabbe|Uwe Ochsenknecht,Ken Scott
129937,Run All Night,2015,Action|Crime|Drama|Thriller,2199571,http://www.imdb.com/title/tt2199571,114.0,5e7,Liam Neeson|Ed Harris|Joel Kinnaman|Boyd Holbrook|Bruce McGill|Genesis Rodriguez|Vincent D'Onofrio|Lois Smith|Common|Beau Knapp|Patricia Kalember|Daniel Stewart Sherman|James Martinez|Radivoje Bukvic|Tony Naumovski,Jaume Collet-Serra
130073,Cinderella,2015,Children|Drama|Fantasy|Romance,1661199,http://www.imdb.com/title/tt1661199,105.0,95e6,Cate Blanchett|Lily James|Richard Madden|Helena Bonham Carter|Nonso Anozie|Stellan Skarsgård|Sophie McShera|Holliday Grainger|Derek Jacobi|Ben Chaplin|Hayley Atwell|Rob Brydon|Jana Perez|Alex Macqueen|Tom Edden,Kenneth Branagh
130083,Kidnapping Mr. Heineken,2015,Action|Crime|Drama|Thriller,2917388,http://www.imdb.com/title/tt2917388,95.0,NA,Jim Sturgess|Sam Worthington|Ryan Kwanten|Anthony Hopkins|Mark van Eeuwen|Thomas Cocquerel|Jemima West|David Dencik|Dirk Roofthooft|Vera Van Dooren|Kat Lindsay|Roy McCrerey|Vince Canlas|Natalie Mejer|Eric Godon,Daniel Alfredson
130087,The Cobbler,2015,Comedy|Drama|Fantasy,3203616,http://www.imdb.com/title/tt3203616,99.0,NA,Elli|Adam B. Shapiro|Evan Neumann|Allen Lewis Rickman|Donnie Keshawarz|Ethan Khusidman|Adam Sandler|Sondra James|Kim Cloutier|Dan Stevens|Steve Buscemi|Melonie Diaz|Lynn Cohen|Method Man|Stuart Rudin,Tom McCarthy
130351,The Wrecking Crew,2008,Documentary,1185418,http://www.imdb.com/title/tt1185418,95.0,NA,Denny Tedesco|Brian Wilson|Dick Clark|Cher|Herb Alpert|Glen Campbell|Nancy Sinatra|Micky Dolenz|Jimmy Webb|Carol Kaye|Bones Howe|Al Casey|Earl Palmer|Hal Blaine|Tommy Tedesco,Denny Tedesco
130448,Poltergeist,2015,Horror|Thriller,1029360,http://www.imdb.com/title/tt1029360,93.0,35e6,Sam Rockwell|Rosemarie DeWitt|Saxon Sharbino|Kyle Catlett|Kennedi Clements|Jared Harris|Jane Adams|Susan Heyward|Nicholas Braun|Karen Ivany|Patrick Garrow|Doug MacLeod|Eve Crawford|L.A. Lopes|Soma Bhatia,Gil Kenan
130450,Pan,2015,Adventure|Children|Fantasy,3332064,http://www.imdb.com/title/tt3332064,111.0,15e7,Hugh Jackman|Levi Miller|Garrett Hedlund|Rooney Mara|Adeel Akhtar|Nonso Anozie|Amanda Seyfried|Kathy Burke|Lewis MacDougall|Cara Delevingne|Tae-joo Na|Jack Charles|Bronson Webb|Mike Shepherd|Brian Bovell,Joe Wright
130452,While We're Young,2014,Comedy|Drama,1791682,http://www.imdb.com/title/tt1791682,97.0,1e7,Naomi Watts|Ben Stiller|Maria Dizzia|Adam Horovitz|Matthew Maher|Peter Yarrow|Bonnie Kaufman|Hector Otero|Deborah Eisenberg|Adam Driver|Amanda Seyfried|Dree Hemingway|Matthew Shear|Annie Baker|Quincy Tyler Bernstine,Noah Baumbach
130490,Insurgent,2015,Action|Sci-Fi|Thriller,2908446,http://www.imdb.com/title/tt2908446,119.0,11e7,Kate Winslet|Jai Courtney|Mekhi Phifer|Shailene Woodley|Theo James|Ansel Elgort|Miles Teller|Cynthia Barrett|Justice Leak|Lyndsi LaRose|Charlie Bodin|Octavia Spencer|Zoë Kravitz|Ben Lloyd-Hughes|Tony Goldwyn,Robert Schwentke
130520,Home,2015,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2224026,http://www.imdb.com/title/tt2224026,94.0,135e6,Jim Parsons|Rihanna|Steve Martin|Jennifer Lopez|Matt Jones|Brian Stepanek|April Lawrence|Stephen Kearin|Lisa Stewart|April Winchell,Tim Johnson
130522,The Brave Little Toaster Goes to Mars,1998,Animation|Children,0147926,http://www.imdb.com/title/tt0147926,NA,NA,Thurl Ravenscroft|Deanna Oliver|Eric Lloyd|Timothy Stack|Roger Kabler|Andy Milder|Fyvush Finkel|Stephen Tobolowsky|Farrah Fawcett|Redmond O'Neal|Wayne Knight|Jessica Tuck|Chris Young|Russi Taylor|Brian Doyle-Murray,Robert C. Ramirez
130576,Midnight Special,2015,Drama|Sci-Fi,2649554,http://www.imdb.com/title/tt2649554,112.0,18e6,Michael Shannon|Joel Edgerton|Kirsten Dunst|Adam Driver|Jaeden Lieberher|Sam Shepard|Bill Camp|Scott Haze|Paul Sparks|David Jensen|Lynn Berry|James Moses Black|Maureen Brennan|Sean Bridgers|Kerry Cahill,Jeff Nichols
130580,The Disappearance of Eleanor Rigby: Her,2013,Drama,3720788,http://www.imdb.com/title/tt3720788,100.0,NA,Jessica Chastain|James McAvoy|Nina Arianda|Viola Davis|Bill Hader|Isabelle Huppert|William Hurt|Jess Weixler|Nikki M. James|Jeremy Shamos|Wyatt Ralff|Katherine Waterston|Matthew Scanlon|Ryan Eggold|Will Beinbrink,Ned Benson
130628,Boys,2014,Drama,3318220,http://www.imdb.com/title/tt3318220,78.0,NA,Gijs Blom|Ko Zandvliet|Jonas Smulders|Ton Kas|Stijn Taverne|Myron Wouts|Ferdi Stofmeel|Lotte Razoux Schultz|Rachelle Verdel|Julia Akkermans|Jeffrey Hamilton|Rifka Lodeizen|Micha Hulshof|Caroline Olde Rikkert,Mischa Kamp
130634,Furious 7,2015,Action|Crime|Thriller,2820852,http://www.imdb.com/title/tt2820852,137.0,19e7,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Jordana Brewster|Tyrese Gibson|Ludacris|Dwayne Johnson|Lucas Black|Kurt Russell|Nathalie Emmanuel|Elsa Pataky|Gal Gadot|John Brotherton|Luke Evans,James Wan
130642,Backcountry,2014,Drama|Horror|Thriller,2944198,http://www.imdb.com/title/tt2944198,92.0,NA,Missy Peregrym|Eric Balfour|Nicholas Campbell|Jeff Roop,Adam MacDonald
130682,Muck,2015,Horror,2207484,http://www.imdb.com/title/tt2207484,NA,NA,Lachlan Buchanan|Puja Mohindra|Bryce Draper|Stephanie Danielson|Laura Jacobs|Grant Alan Ouzts|Lauren Francesca|Jaclyn Swedberg|Gia Skova|Audra Van Hees|Ashley Green Elizabeth|Peter Hart|Victoria Sophia|Leila Knight|Victoria Meincke,Steve Wolsh
130960,The Conrad Boys,2006,Drama,0468463,http://www.imdb.com/title/tt0468463,NA,NA,Justin Lo|Booboo Stewart|Nick Bartzen|Barry Shay|Nancy Hancock|Katelyn Ann Clark|Dorian Frankel|Lauren Xerxes|Bruce Blauer|Shane Arenal|Bart Shattuck|Connie Schiro|Kari McDermott|Keegan Bell|Wesley Stiller,Justin Lo
130970,George Carlin: Life Is Worth Losing,2005,Comedy,0484855,http://www.imdb.com/title/tt0484855,75.0,NA,George Carlin,Rocco Urbisci
130980,The Day That Lasted 21 Years,2012,Documentary,2634236,http://www.imdb.com/title/tt2634236,77.0,NA,Stanley Howard Lehman|Edson Mazieiro,Camilo Tavares
131013,Get Hard,2015,Comedy|Crime,2561572,http://www.imdb.com/title/tt2561572,100.0,4e7,Will Ferrell|Kevin Hart|Craig T. Nelson|Alison Brie|Edwina Findley Dickerson|Ariana Neal|Erick Chavarria|T.I.|Paul Ben-Victor|John Mayer|Jon Eyez|Nito Larioza|Dan Bakkedahl|Greg Germann|Ron Funches,Etan Cohen
131168,Phoenix,2014,Drama,2764784,http://www.imdb.com/title/tt2764784,98.0,NA,Nina Hoss|Ronald Zehrfeld|Nina Kunzendorf|Trystan Pütter|Michael Maertens|Imogen Kogge|Felix Römer|Uwe Preuss|Valerie Koch|Eva Bay|Jeff Burrell|Nikola Kastner|Max Hopp|Megan Gay|Kirsten Block,Christian Petzold
131451,The Atticus Institute,2015,Horror,3280916,http://www.imdb.com/title/tt3280916,83.0,NA,Rya Kihlstedt|William Mapother|Sharon Maughan|Harry Groener|John Rubinstein|Julian Acosta|Lou Beatty Jr.|Anne Betancourt|Ivar Brogger|Jake Carpenter|Heath Centazzo|Brian Chenoweth|Hannah Cowley|Aaron Craven|Michael A. Delia,Chris Sparling
131714,Last Knights,2015,Action|Adventure,2493486,http://www.imdb.com/title/tt2493486,115.0,NA,Clive Owen|Morgan Freeman|Cliff Curtis|Aksel Hennie|Tsuyoshi Ihara|Sung-kee Ahn|Peyman Moaadi|Si-yeon Park|Noah Silver|Ayelet Zurer|Rose Caton|Giorgio Caputo|James Babson|Shohreh Aghdashloo|Michael Lombardi,Kazuaki Kiriya (as Kaz I Kiriya)
131724,The Jinx: The Life and Deaths of Robert Durst,2015,Documentary,4299972,http://www.imdb.com/title/tt4299972,279.0,NA,Robert Durst|Andrew Jarecki|Gary Napoli|Debra Kay Anderson|Dick Deguerin|Michael Simon Hall|Kevin J. Hynes|Jeanine Pirro,
131796,Woman in Gold,2015,Drama,2404425,http://www.imdb.com/title/tt2404425,109.0,11e6,Helen Mirren|Ryan Reynolds|Daniel Brühl|Katie Holmes|Tatiana Maslany|Max Irons|Charles Dance|Antje Traue|Elizabeth McGovern|Jonathan Pryce|Frances Fisher|Moritz Bleibtreu|Tom Schilling|Allan Corduner|Henry Goodman,Simon Curtis
131830,Samba,2014,Comedy|Drama,3399024,http://www.imdb.com/title/tt3399024,118.0,2e7,Omar Sy|Charlotte Gainsbourg|Tahar Rahim|Izïa Higelin|Issaka Sawadogo|Hélène Vincent|Youngar Fall|Christiane Millet|Jacqueline Jehanneuf|Liya Kebede|Sabine Pakora|Clotilde Mollet|Boubacar Ndiaye|Oumar Makalou|Roukiata Ouedraogo,Olivier Nakache|Eric Toledano
132046,Tomorrowland,2015,Action|Adventure|Children|Mystery|Sci-Fi,1964418,http://www.imdb.com/title/tt1964418,130.0,19e7,George Clooney|Hugh Laurie|Britt Robertson|Raffey Cassidy|Tim McGraw|Kathryn Hahn|Keegan-Michael Key|Chris Bauer|Thomas Robinson|Pierce Gagnon|Matthew MacCaull|Judy Greer|Matthew Kevin Anderson|Michael Giacchino|D. Harlan Cutshall,Brad Bird
132074,No No: A Dockumentary,2014,Documentary,3399112,http://www.imdb.com/title/tt3399112,100.0,NA,Larry Demery|Dock Ellis|Ron Howard,Jeff Radice
132146,The Harvest,2013,Drama|Thriller,2543336,http://www.imdb.com/title/tt2543336,104.0,NA,Samantha Morton|Michael Shannon|Natasha Calis|Charlie Tahan|Peter Fonda|Leslie Lyles|Meadow Williams|Journey Smith|Maria Farrow|Nolan Lyons|Hayden Oliver|Amina Robinson,John McNaughton
132157,Paul Blart: Mall Cop 2,2015,Action|Comedy|Crime,3450650,http://www.imdb.com/title/tt3450650,94.0,3e7,Kevin James|Raini Rodriguez|Neal McDonough|Daniella Alonso|Eduardo Verástegui|David Henrie|Shirley Knight|Gary Valentine|Ana Gasteyer|Nicholas Turturro|Loni Love|Shelly Desai|Vic Dibitetto|D.B. Woodside|Bas Rutten,Andy Fickman
132333,Seve,2014,Documentary|Drama,3149640,http://www.imdb.com/title/tt3149640,124.0,NA,José Luis Gutiérrez|José Navar|Tiger Woods|Nick Faldo|Maria Molins|Alvar Gordejuela|Gary Player|Ben Crenshaw|Adrián Salzedo|Quim Àvila|Nil Cardoner|Manuel Menárguez|Luis Carlos de La Lombana,John-Paul Davidson
132458,Monkey Kingdom,2015,Documentary,3660770,http://www.imdb.com/title/tt3660770,81.0,NA,Tina Fey,Mark Linfield|Alastair Fothergill
132462,Sword of Vengeance,2014,Action|Adventure|Drama,3622332,http://www.imdb.com/title/tt3622332,87.0,NA,Stanley Weber|Edward Akrout|Misa Beric|Peter J. Chaffey|Gianni Giardinelli|Milica Jevtic|Kristina Jovanovic|Vid Krkeljic|Vanja Lazin|Dave Legeno|Nenad Pecinar|Vahidin Prelic|Aleksandar Radojicic|Karel Roden|Ed Skrein,Jim Weedon
132480,The Age of Adaline,2015,Drama|Fantasy|Romance,1655441,http://www.imdb.com/title/tt1655441,112.0,25e6,Blake Lively|Michiel Huisman|Harrison Ford|Ellen Burstyn|Kathy Baker|Amanda Crew|Lynda Boyd|Hugh Ross|Richard Harmon|Fulvio Cecere|Anjali Jay|Hiro Kanagawa|Peter J. Gray|Izabel Pearce|Cate Richardson,Lee Toland Krieger
132488,Lovesick,2014,Comedy|Romance,2404299,http://www.imdb.com/title/tt2404299,85.0,NA,Matt LeBlanc|Ali Larter|Adam Rodriguez|Ashley Williams|Rebecca Naomi Jones|Carsen Warner|Connie Sawyer|Cameron Richardson|Richard Riehle|Jennifer Rhodes|Rachael Harris|Kristen Johnston|Chevy Chase|Ida Anderson|Bella Spencer,Luke Matheny
132496,Danny Collins,2015,Comedy|Drama,1772288,http://www.imdb.com/title/tt1772288,106.0,1e7,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer|Katarina Cas|Giselle Eisenberg|Melissa Benoist|Josh Peck|Brian Thomas Smith|Scott Lawrence|Michael Patrick McGill|Kiff VandenHeuvel|Nick Offerman|Eric Michael Roy,Dan Fogelman
132547,A Girl Like Her,2015,Drama,2523832,http://www.imdb.com/title/tt2523832,NA,NA,Hunter King|Lexi Ainsworth|Jimmy Bennett|Amy S. Weber|Stephanie Cotton|Mark Boyd|Christy Engle|Jon W. Martin|Madison Deadman|Anna Spaseski|Mariah Harrison|Emma Dwyer|Michael Maurice|Christy Edwards|Kevin Yon,Amy S. Weber
132549,Grandma,2015,NA,4270516,http://www.imdb.com/title/tt4270516,79.0,6e5,Lily Tomlin|Judy Greer|Julia Garner|Robert C. Miranda|John Cho|Nat Wolff|Laverne Cox|Aaron Bilyeu|Elizabeth Peña|Colleen Camp|Sam Elliott|Mo Aboul-Zelof|Marcia Gay Harden|Meg Crosbie|Sarah Burns,Paul Weitz
132618,Kite,2014,Action|Crime|Drama|Mystery|Thriller,2044801,http://www.imdb.com/title/tt2044801,90.0,NA,India Eisley|Jaco Muller|Annabel Linder|Christina Storm|Callan McAuliffe|Jane Van Der Westhuizen|Samuel L. Jackson|Deon Lotz|Carl Beukes|Kenneth Nta|Craig Macrae|Jody Abrahams|Danny Keogh|Steinman Goosen|Jolene Martin,Ralph Ziman
132796,San Andreas,2015,Action|Drama|Thriller,2126355,http://www.imdb.com/title/tt2126355,114.0,11e7,Dwayne Johnson|Carla Gugino|Alexandra Daddario|Ioan Gruffudd|Archie Panjabi|Paul Giamatti|Hugo Johnstone-Burt|Art Parkinson|Will Yun Lee|Kylie Minogue|Colton Haynes|Todd Williams|Matt Gerald|Alec Utgoff|Marissa Neitling,Brad Peyton
132800,Welcome to Me,2014,Comedy|Drama,2788716,http://www.imdb.com/title/tt2788716,87.0,NA,Kristen Wiig|Wes Bentley|Linda Cardellini|Joan Cusack|Loretta Devine|Jennifer Jason Leigh|Thomas Mann|James Marsden|Tim Robbins|Alan Tudyk|Kulap Vilaysack|Mitch Silpa|Anelia Dyoulgerova|Joe Roland|Joyce Hiller Piven,Shira Piven
132888,Comedy Central Roast of James Franco,2013,Comedy,3098812,http://www.imdb.com/title/tt3098812,70.0,NA,James Franco|Seth Rogen|Jeffrey Ross|Aziz Ansari|Jonah Hill|Bill Hader|Andy Samberg|Nick Kroll|Sarah Silverman|Blake Anderson|Jillian Bell|Adam Devine|Yuval David|Natasha Leggero|Rob Simmons,Joel Gallen
132952,Sarfarosh,1999,NA,0200087,http://www.imdb.com/title/tt0200087,174.0,NA,Naseeruddin Shah|Aamir Khan|Sonali Bendre|Mukesh Rishi|Akash Khurana|Smita Jaykar|Sukanya Kulkarni|Ahmed Khan|Pradeep Singh Rawat|Makrand Deshpande|Shri Vallabh Vyas|Rajesh Joshi|Ali Khan|Upasna Singh|Salim Shah,John Mathew Matthan
132961,Far from the Madding Crowd,2015,Drama,2935476,http://www.imdb.com/title/tt2935476,119.0,NA,Carey Mulligan|Matthias Schoenaerts|Tilly Vosburgh|Mark Wingett|Dorian Lough|Sam Phillips|Tom Sturridge|Juno Temple|Bradley Hall|Hilton McRae|Jessica Barden|Harry Peacock|Victor McGuire|Michael Sheen|Jody Halse,Thomas Vinterberg
133195,Hitman: Agent 47,2015,Action|Crime|Thriller,2679042,http://www.imdb.com/title/tt2679042,96.0,35e6,Angelababy|Dan Bakkedahl|Charlene Beck|Michael Bornhütter|Melissa Broughton|Nils Brunkhorst|Michaela Caspar|Alvin Chan|Michael Corcoran|Manuel Depta|Andrew Di Bartolomeo|Georg Ebinal|Jörg Ellmer|Rupert Friend|Waye Leon Goh,Aleksander Bach
133281,Ricki and the Flash,2015,Comedy|Drama,3623726,http://www.imdb.com/title/tt3623726,101.0,18e6,Meryl Streep|Rick Springfield|Rick Rosas|Joe Vitale|Bernie Worrell|Ben Platt|Peter C. Demme|Jim Roche|Alexa Klienbard|Keala Settle|Joe Toutebon|Big Jim Wheeler|Brooklyn Demme|Eamon O'Rourke|Aaron Moten,Jonathan Demme
133295,Cocaine Cowboys: Reloaded,2014,Documentary,3845960,http://www.imdb.com/title/tt3845960,152.0,NA,,Billy Corben
133365,Partisan,2015,Drama|Thriller,3155242,http://www.imdb.com/title/tt3155242,94.0,NA,Vincent Cassel|Florence Mezzara|Esther Blaser-Tokarev|Charlotte Miller|Jeremy Chabriel|Katalin Hegedus|Daniel Vernikovski|Samuel Eydlish|Csenge Birloni|Sapidah Kian|Zsofia Stavropoulos|Viviana Martinez|Alexander Dahlberg|Anna Eydlish|Natalia Gorbacheva,Ariel Kleiman
133377,Infini,2015,Horror|Sci-Fi|Thriller,3327624,http://www.imdb.com/title/tt3327624,110.0,8e5,Daniel MacPherson|Grace Huang|Luke Hemsworth|Luke Ford|Bren Foster|Dwaine Stevenson|Harry Pavlidis|Louisa Mignone|Kevin Copeland|Richard Huggett|Tess Haubrich|Matt Minto|Andy Rodoreda|Paul Winchester|Brendan Clearkin,Shane Abbess
